employee_id,team_name
emp_203,CoreResearchTeam
emp_203,CloudOpsTeam
emp_204,AnalyticsOpsTeam
emp_204,InnovationTeam
emp_205,AnalyticsOpsTeam
emp_206,AnalyticsDevTeam
emp_207,InfraTeam
emp_207,InfraResearchTeam
emp_208,InfraDevTeam
emp_208,InfraDevTeam
emp_209,CoreOpsTeam
emp_210,InnovationDevTeam
emp_211,AIOpsTeam
emp_212,InnovationResearchTeam
emp_213,AnalyticsDevTeam
emp_214,ProductTeam
emp_215,CloudResearchTeam
emp_215,ProductTeam
emp_216,AnalyticsTeam
emp_217,CloudDevTeam
emp_217,CoreDevTeam
emp_218,InnovationTeam
emp_218,InfraOpsTeam
emp_219,AITeam
emp_220,AnalyticsOpsTeam
emp_221,AIDevTeam
emp_221,InfraTeam
emp_222,InnovationOpsTeam
emp_222,CloudTeam
emp_223,InfraTeam
emp_224,InnovationTeam
emp_225,InfraOpsTeam
emp_225,CoreOpsTeam
emp_226,AIOpsTeam
emp_226,InnovationResearchTeam
emp_227,InnovationOpsTeam
emp_227,CoreResearchTeam
emp_228,ProductTeam
emp_228,AnalyticsTeam
emp_229,CloudResearchTeam
emp_230,CloudTeam
emp_230,ProductOpsTeam
emp_231,CoreTeam
emp_232,ProductResearchTeam
emp_233,AIDevTeam
emp_234,AIOpsTeam
emp_235,DataOpsTeam
emp_236,CoreResearchTeam
emp_237,InnovationResearchTeam
emp_237,DataResearchTeam
emp_238,InfraDevTeam
emp_238,AnalyticsOpsTeam
emp_239,InfraDevTeam
emp_240,AnalyticsOpsTeam
emp_240,AIOpsTeam
emp_241,ProductResearchTeam
emp_241,ProductOpsTeam
emp_242,CloudResearchTeam
emp_243,InnovationTeam
emp_243,CoreResearchTeam
emp_244,ProductResearchTeam
emp_244,InnovationResearchTeam
emp_245,ProductResearchTeam
emp_246,CloudTeam
emp_247,CoreOpsTeam
emp_247,CloudTeam
emp_248,ProductTeam
emp_248,AIOpsTeam
emp_249,InfraDevTeam
emp_249,CoreResearchTeam
emp_250,InfraResearchTeam
emp_250,CloudTeam
emp_251,AIDevTeam
emp_252,CloudResearchTeam
emp_253,DataDevTeam
emp_254,CloudOpsTeam
emp_254,CloudTeam
emp_255,InfraOpsTeam
emp_255,CoreResearchTeam
emp_256,CloudTeam
emp_257,AIDevTeam
emp_258,InfraTeam
emp_258,AnalyticsOpsTeam
emp_259,InfraResearchTeam
emp_260,CloudTeam
emp_260,ProductTeam
emp_261,AIDevTeam
emp_261,AIOpsTeam
emp_262,InfraOpsTeam
emp_262,DataOpsTeam
emp_263,AnalyticsTeam
emp_263,ProductTeam
emp_264,ProductTeam
emp_265,CoreDevTeam
emp_265,CoreTeam
emp_266,CloudDevTeam
emp_266,AIResearchTeam
emp_267,InfraDevTeam
emp_268,CloudOpsTeam
emp_269,AITeam
emp_270,InfraOpsTeam
emp_270,AIOpsTeam
emp_271,CloudResearchTeam
emp_272,InfraTeam
emp_272,InfraResearchTeam
emp_273,CoreDevTeam
emp_273,InfraResearchTeam
emp_274,CloudResearchTeam
emp_274,AIResearchTeam
emp_275,InnovationOpsTeam
emp_275,InfraOpsTeam
emp_276,InfraTeam
emp_277,CloudOpsTeam
emp_278,InnovationDevTeam
emp_278,AnalyticsResearchTeam
emp_279,CloudOpsTeam
emp_280,ProductTeam
emp_280,CoreResearchTeam
emp_281,InnovationDevTeam
emp_282,CoreDevTeam
emp_282,ProductDevTeam
emp_283,DataResearchTeam
emp_284,InnovationTeam
emp_284,ProductTeam
emp_285,CoreDevTeam
emp_285,AIDevTeam
emp_286,AnalyticsTeam
emp_287,InnovationDevTeam
emp_288,CloudOpsTeam
emp_288,AnalyticsOpsTeam
emp_289,CoreTeam
emp_289,InnovationOpsTeam
emp_290,CloudTeam
emp_290,CloudTeam
emp_291,CoreDevTeam
emp_292,InfraTeam
emp_292,ProductOpsTeam
emp_293,AIResearchTeam
emp_294,InnovationOpsTeam
emp_295,AnalyticsOpsTeam
emp_296,DataOpsTeam
emp_296,InnovationOpsTeam
emp_297,AnalyticsTeam
emp_297,CoreDevTeam
emp_298,InfraDevTeam
emp_299,InfraOpsTeam
emp_299,CloudDevTeam
emp_300,InnovationDevTeam
emp_301,InfraResearchTeam
emp_302,CloudDevTeam
emp_302,AIOpsTeam
emp_303,CloudResearchTeam
emp_304,CloudResearchTeam
emp_305,CloudOpsTeam
emp_305,InfraTeam
emp_306,ProductTeam
emp_307,ProductResearchTeam
emp_308,CloudOpsTeam
emp_309,CoreOpsTeam
emp_309,AIResearchTeam
emp_310,CloudOpsTeam
emp_310,AnalyticsTeam
emp_311,CloudDevTeam
emp_312,CloudTeam
emp_313,AIDevTeam
emp_313,CoreOpsTeam
emp_314,CoreDevTeam
emp_314,CloudTeam
emp_315,CoreDevTeam
emp_316,ProductResearchTeam
emp_316,InfraOpsTeam
emp_317,CloudTeam
emp_318,CloudResearchTeam
emp_318,InnovationTeam
emp_319,AIOpsTeam
emp_320,DataOpsTeam
emp_321,ProductResearchTeam
emp_321,CoreDevTeam
emp_322,CloudResearchTeam
emp_322,InnovationDevTeam
emp_323,CoreDevTeam
emp_323,InnovationOpsTeam
emp_324,CloudOpsTeam
emp_325,AIDevTeam
emp_326,AIOpsTeam
emp_327,CoreOpsTeam
emp_327,CoreDevTeam
emp_328,InnovationTeam
emp_329,ProductOpsTeam
emp_330,CloudTeam
emp_330,InnovationResearchTeam
emp_331,CloudOpsTeam
emp_332,CloudTeam
emp_333,CloudResearchTeam
emp_334,AnalyticsDevTeam
emp_335,CloudTeam
emp_336,AIOpsTeam
emp_336,InfraResearchTeam
emp_337,InfraResearchTeam
emp_338,InfraResearchTeam
emp_338,InfraTeam
emp_339,InfraDevTeam
emp_340,AIResearchTeam
emp_341,ProductResearchTeam
emp_341,InfraDevTeam
emp_342,InfraDevTeam
emp_342,InnovationOpsTeam
emp_343,InfraOpsTeam
emp_343,DataOpsTeam
emp_344,InfraDevTeam
emp_344,CloudResearchTeam
emp_345,ProductOpsTeam
emp_346,InfraResearchTeam
emp_347,CoreTeam
emp_347,CoreTeam
emp_348,CloudTeam
emp_348,CoreOpsTeam
emp_349,InfraOpsTeam
emp_350,CoreDevTeam
emp_351,DataOpsTeam
emp_352,InnovationResearchTeam
emp_352,CloudOpsTeam
emp_353,CloudOpsTeam
emp_353,CoreDevTeam
emp_354,CoreDevTeam
emp_354,InfraResearchTeam
emp_355,InfraOpsTeam
emp_355,AIResearchTeam
emp_356,CloudTeam
emp_356,AIResearchTeam
emp_357,CloudTeam
emp_358,InnovationResearchTeam
emp_359,CoreResearchTeam
emp_359,CoreDevTeam
emp_360,InfraResearchTeam
emp_360,ProductTeam
emp_361,InnovationResearchTeam
emp_362,DataOpsTeam
emp_362,InnovationOpsTeam
emp_363,CloudTeam
emp_363,AIOpsTeam
emp_364,InnovationDevTeam
emp_365,ProductTeam
emp_366,CoreOpsTeam
emp_367,InnovationOpsTeam
emp_367,AIDevTeam
emp_368,CloudResearchTeam
emp_368,ProductTeam
emp_369,CloudTeam
emp_369,ProductResearchTeam
emp_370,AIDevTeam
emp_371,CoreResearchTeam
emp_371,InnovationTeam
emp_372,DataOpsTeam
emp_373,DataOpsTeam
emp_374,ProductTeam
emp_375,CloudResearchTeam
emp_375,InfraDevTeam
emp_376,AIResearchTeam
emp_377,AIResearchTeam
emp_378,CloudTeam
emp_378,ProductTeam
emp_379,AIResearchTeam
emp_380,AnalyticsResearchTeam
emp_381,CloudDevTeam
emp_381,InfraTeam
emp_382,CloudOpsTeam
emp_383,CloudResearchTeam
emp_383,ProductResearchTeam
emp_384,AIResearchTeam
emp_384,CoreOpsTeam
emp_385,CoreOpsTeam
emp_386,AIDevTeam
emp_386,CoreDevTeam
emp_387,CoreDevTeam
emp_388,CloudTeam
emp_388,InnovationResearchTeam
emp_389,InnovationTeam
emp_390,AnalyticsResearchTeam
emp_391,AnalyticsOpsTeam
emp_392,InfraResearchTeam
emp_392,InfraResearchTeam
emp_393,DataResearchTeam
emp_394,InfraResearchTeam
emp_395,InnovationResearchTeam
emp_396,AIResearchTeam
emp_397,InnovationDevTeam
emp_397,AIOpsTeam
emp_398,ProductTeam
emp_398,CloudTeam
emp_399,AIOpsTeam
emp_399,InnovationDevTeam
emp_400,AnalyticsDevTeam
emp_401,InnovationDevTeam
emp_402,ProductTeam
emp_403,AnalyticsOpsTeam
emp_403,AnalyticsTeam
emp_404,ProductTeam
emp_404,CloudDevTeam
emp_405,InnovationDevTeam
emp_406,CoreResearchTeam
emp_407,ProductResearchTeam
emp_407,InfraOpsTeam
emp_408,CoreResearchTeam
emp_409,InfraOpsTeam
emp_409,InfraDevTeam
emp_410,AnalyticsTeam
emp_410,InnovationOpsTeam
emp_411,InfraOpsTeam
emp_411,AnalyticsResearchTeam
emp_412,InfraDevTeam
emp_412,CoreResearchTeam
emp_413,AIDevTeam
emp_413,CloudDevTeam
emp_414,AnalyticsTeam
emp_414,ProductOpsTeam
emp_415,ProductTeam
emp_416,InfraTeam
emp_416,InfraDevTeam
emp_417,InfraTeam
emp_418,CloudDevTeam
emp_419,CoreDevTeam
emp_419,InfraResearchTeam
emp_420,AnalyticsDevTeam
emp_420,InfraDevTeam
emp_421,AnalyticsDevTeam
emp_422,InfraOpsTeam
emp_423,CloudOpsTeam
emp_423,ProductResearchTeam
emp_424,ProductResearchTeam
emp_424,AnalyticsOpsTeam
emp_425,DataTeam
emp_426,InnovationDevTeam
emp_426,InnovationTeam
emp_427,AITeam
emp_427,AnalyticsOpsTeam
emp_428,DataTeam
emp_428,InnovationOpsTeam
emp_429,InnovationResearchTeam
emp_429,CoreResearchTeam
emp_430,ProductOpsTeam
emp_430,AIResearchTeam
emp_431,AnalyticsOpsTeam
emp_432,CloudResearchTeam
emp_433,ProductTeam
emp_434,AnalyticsTeam
emp_434,ProductTeam
emp_435,CoreOpsTeam
emp_436,AnalyticsOpsTeam
emp_436,CloudResearchTeam
emp_437,InfraTeam
emp_437,DataResearchTeam
emp_438,InnovationResearchTeam
emp_439,InfraResearchTeam
emp_439,InnovationTeam
emp_440,CoreDevTeam
emp_440,CloudTeam
emp_441,DataOpsTeam
emp_441,InfraDevTeam
emp_442,CloudDevTeam
emp_443,InnovationOpsTeam
emp_443,DataOpsTeam
emp_444,DataOpsTeam
emp_444,InfraDevTeam
emp_445,InfraOpsTeam
emp_446,CoreDevTeam
emp_446,ProductResearchTeam
emp_447,InfraDevTeam
emp_447,InnovationResearchTeam
emp_448,CloudTeam
emp_448,ProductTeam
emp_449,AnalyticsTeam
emp_449,InfraResearchTeam
emp_450,ProductTeam
emp_451,CloudTeam
emp_452,CloudResearchTeam
emp_453,AITeam
emp_453,DataOpsTeam
emp_454,CoreResearchTeam
emp_454,InfraTeam
emp_455,CloudOpsTeam
emp_456,ProductOpsTeam
emp_456,InnovationResearchTeam
emp_457,AnalyticsOpsTeam
emp_457,AITeam
emp_458,InnovationTeam
emp_459,CoreResearchTeam
emp_460,InfraOpsTeam
emp_461,InfraResearchTeam
emp_462,CoreOpsTeam
emp_463,DataOpsTeam
emp_463,DataDevTeam
emp_464,InnovationTeam
emp_464,InnovationDevTeam
emp_465,InfraTeam
emp_465,InnovationTeam
emp_466,AITeam
emp_466,ProductTeam
emp_467,CloudResearchTeam
emp_468,InnovationTeam
emp_469,AIResearchTeam
emp_470,CoreTeam
emp_471,AnalyticsTeam
emp_471,ProductTeam
emp_472,InnovationOpsTeam
emp_472,AnalyticsOpsTeam
emp_473,AnalyticsDevTeam
emp_474,DataResearchTeam
emp_474,ProductTeam
emp_475,InnovationOpsTeam
emp_476,DataResearchTeam
emp_476,AIOpsTeam
emp_477,InnovationTeam
emp_477,CloudResearchTeam
emp_478,CoreResearchTeam
emp_479,AnalyticsOpsTeam
emp_479,CloudResearchTeam
emp_480,AITeam
emp_481,InfraOpsTeam
emp_482,InfraDevTeam
emp_483,InnovationOpsTeam
emp_483,AIOpsTeam
emp_484,InfraTeam
emp_485,InnovationOpsTeam
emp_485,AnalyticsResearchTeam
emp_486,InnovationTeam
emp_487,CoreTeam
emp_487,AIDevTeam
emp_488,InnovationDevTeam
emp_489,AnalyticsOpsTeam
emp_490,ProductOpsTeam
emp_490,AITeam
emp_491,InfraResearchTeam
emp_492,CloudOpsTeam
emp_492,InfraTeam
emp_493,CoreDevTeam
emp_494,AnalyticsResearchTeam
emp_494,CoreTeam
emp_495,ProductResearchTeam
emp_496,InfraDevTeam
emp_497,ProductResearchTeam
emp_498,DataOpsTeam
emp_498,DataOpsTeam
emp_499,AIDevTeam
emp_499,AITeam
emp_500,CloudDevTeam
emp_500,CloudResearchTeam
emp_501,CoreTeam
emp_502,CoreOpsTeam
emp_503,ProductResearchTeam
emp_504,AnalyticsTeam
emp_504,InnovationDevTeam
emp_505,AIOpsTeam
emp_506,CloudOpsTeam
emp_507,CoreDevTeam
emp_507,InfraTeam
emp_508,ProductTeam
emp_509,DataOpsTeam
emp_509,CoreDevTeam
emp_510,CloudTeam
emp_510,ProductResearchTeam
emp_511,AIResearchTeam
emp_512,InnovationOpsTeam
emp_513,CloudTeam
emp_514,DataResearchTeam
emp_514,DataOpsTeam
emp_515,CoreDevTeam
emp_515,ProductTeam
emp_516,InnovationTeam
emp_516,CoreOpsTeam
emp_517,AnalyticsDevTeam
emp_517,CloudOpsTeam
emp_518,AnalyticsOpsTeam
emp_519,InnovationDevTeam
emp_519,AIOpsTeam
emp_520,AnalyticsOpsTeam
emp_521,DataTeam
emp_522,CloudResearchTeam
emp_522,InfraResearchTeam
emp_523,DataOpsTeam
emp_523,ProductOpsTeam
emp_524,ProductDevTeam
emp_525,InnovationTeam
emp_526,CloudTeam
emp_527,DataOpsTeam
emp_527,AnalyticsResearchTeam
emp_528,CoreResearchTeam
emp_529,CloudDevTeam
emp_529,ProductTeam
emp_530,ProductOpsTeam
emp_530,InnovationResearchTeam
emp_531,CloudResearchTeam
emp_531,AnalyticsOpsTeam
emp_532,AnalyticsResearchTeam
emp_533,AIDevTeam
emp_533,ProductTeam
emp_534,CloudResearchTeam
emp_534,AITeam
emp_535,ProductTeam
emp_536,AITeam
emp_536,CoreResearchTeam
emp_537,InfraOpsTeam
emp_538,InfraResearchTeam
emp_538,DataOpsTeam
emp_539,CloudTeam
emp_539,InnovationResearchTeam
emp_540,AIResearchTeam
emp_541,AnalyticsTeam
emp_542,InnovationTeam
emp_542,ProductOpsTeam
emp_543,CloudOpsTeam
emp_544,AnalyticsResearchTeam
emp_544,ProductTeam
emp_545,AIOpsTeam
emp_546,InnovationOpsTeam
emp_546,AnalyticsResearchTeam
emp_547,CloudTeam
emp_547,CloudOpsTeam
emp_548,DataResearchTeam
emp_549,DataOpsTeam
emp_549,CloudDevTeam
emp_550,AnalyticsResearchTeam
emp_550,InfraDevTeam
emp_551,AIDevTeam
emp_551,AnalyticsTeam
emp_552,InfraDevTeam
emp_552,InnovationDevTeam
emp_553,InfraTeam
emp_553,ProductDevTeam
emp_554,CoreResearchTeam
emp_554,InnovationResearchTeam
emp_555,CoreTeam
emp_556,ProductTeam
emp_556,DataOpsTeam
emp_557,ProductTeam
emp_558,CoreOpsTeam
emp_558,ProductResearchTeam
emp_559,InfraOpsTeam
emp_559,ProductResearchTeam
emp_560,InnovationResearchTeam
emp_561,InnovationOpsTeam
emp_561,CloudResearchTeam
emp_562,CloudOpsTeam
emp_563,AIDevTeam
emp_563,InfraDevTeam
emp_564,InfraDevTeam
emp_565,InfraOpsTeam
emp_566,CloudTeam
emp_566,DataOpsTeam
emp_567,CoreTeam
emp_568,DataOpsTeam
emp_568,InnovationDevTeam
emp_569,CloudResearchTeam
emp_570,CoreResearchTeam
emp_571,CloudResearchTeam
emp_572,CoreResearchTeam
emp_573,AITeam
emp_574,AnalyticsDevTeam
emp_575,AnalyticsTeam
emp_576,AIDevTeam
emp_577,InfraOpsTeam
emp_578,InnovationOpsTeam
emp_579,InfraTeam
emp_580,InfraTeam
emp_580,InfraOpsTeam
emp_581,AnalyticsDevTeam
emp_581,InfraTeam
emp_582,CloudOpsTeam
emp_583,InfraDevTeam
emp_584,CoreDevTeam
emp_584,InnovationTeam
emp_585,InfraDevTeam
emp_586,AnalyticsOpsTeam
emp_586,ProductOpsTeam
emp_587,InnovationDevTeam
emp_587,InfraResearchTeam
emp_588,CloudResearchTeam
emp_589,ProductOpsTeam
emp_589,AnalyticsOpsTeam
emp_590,CloudResearchTeam
emp_590,InfraDevTeam
emp_591,DataTeam
emp_592,InnovationDevTeam
emp_593,InnovationOpsTeam
emp_593,ProductOpsTeam
emp_594,DataOpsTeam
emp_594,ProductDevTeam
emp_595,InfraTeam
emp_595,InfraDevTeam
emp_596,DataOpsTeam
emp_597,ProductOpsTeam
emp_597,InfraTeam
emp_598,CloudDevTeam
emp_599,InnovationDevTeam
emp_600,AIOpsTeam
emp_601,CloudOpsTeam
emp_601,CoreDevTeam
emp_602,CloudOpsTeam
emp_602,AnalyticsDevTeam
emp_603,InfraDevTeam
emp_604,AIResearchTeam
emp_605,ProductTeam
emp_606,CloudResearchTeam
emp_606,AITeam
emp_607,InnovationTeam
emp_607,CloudResearchTeam
emp_608,InfraResearchTeam
emp_608,InnovationResearchTeam
emp_609,AIDevTeam
emp_609,InnovationOpsTeam
emp_610,InfraOpsTeam
emp_611,DataOpsTeam
emp_611,AnalyticsResearchTeam
emp_612,InnovationResearchTeam
emp_613,ProductTeam
emp_614,ProductOpsTeam
emp_614,ProductDevTeam
emp_615,InfraResearchTeam
emp_616,CoreDevTeam
emp_616,AnalyticsResearchTeam
emp_617,CoreOpsTeam
emp_618,CloudOpsTeam
emp_619,InfraResearchTeam
emp_619,CloudResearchTeam
emp_620,AnalyticsOpsTeam
emp_620,InnovationOpsTeam
emp_621,AnalyticsTeam
emp_622,AnalyticsResearchTeam
emp_622,InnovationDevTeam
emp_623,CloudDevTeam
emp_623,AITeam
emp_624,CoreDevTeam
emp_624,AIResearchTeam
emp_625,DataTeam
emp_625,CloudTeam
emp_626,InnovationOpsTeam
emp_626,InfraOpsTeam
emp_627,AIOpsTeam
emp_628,CoreResearchTeam
emp_628,AIDevTeam
emp_629,InfraOpsTeam
emp_630,ProductTeam
emp_631,InfraResearchTeam
emp_631,InnovationResearchTeam
emp_632,AIDevTeam
emp_633,InfraTeam
emp_634,InnovationOpsTeam
emp_635,CoreOpsTeam
emp_636,InfraTeam
emp_636,ProductTeam
emp_637,CloudOpsTeam
emp_638,CloudOpsTeam
emp_639,DataResearchTeam
emp_640,InfraResearchTeam
emp_641,AnalyticsOpsTeam
emp_641,InfraDevTeam
emp_642,CoreDevTeam
emp_643,CoreResearchTeam
emp_644,CoreResearchTeam
emp_645,CloudResearchTeam
emp_645,InfraTeam
emp_646,CloudTeam
emp_646,AIDevTeam
emp_647,InfraDevTeam
emp_647,ProductTeam
emp_648,InfraResearchTeam
emp_649,CloudResearchTeam
emp_649,InnovationOpsTeam
emp_650,InfraDevTeam
emp_651,CoreResearchTeam
emp_652,CoreOpsTeam
emp_652,InfraDevTeam
emp_653,InnovationResearchTeam
emp_654,AnalyticsTeam
emp_655,AnalyticsOpsTeam
emp_656,AIDevTeam
emp_657,CoreResearchTeam
emp_658,CloudTeam
